Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean
Morgan Wallen - Sunrise,3,,99,,1536113,3844061,Morgan Wallen,Sunrise,morgan wallen,sunrise
Flo Rida - Low,3,,152,,1532020,3843508,Flo Rida,Low,flo rida,low
Migos - Higher We Go - Intro,4,,37,,1729103,3842559,Migos,Higher We Go - Intro,migos,higher we go - intro
aespa - Rich Man,3,,146,,1345197,3842467,aespa,Rich Man,aespa,rich man
Twenty One Pilots - The Hype,5,,89,,1082188,3840769,Twenty One Pilots,The Hype,twenty one pilots,the hype
Gusttavo Lima - A Noite (La Notte) - Ao Vivo,3,,137,,1288531,3840406,Gusttavo Lima,A Noite (La Notte) - Ao Vivo,gusttavo lima,a noite (la notte) - ao vivo
Mac Miller - What's the Use?,5,,64,,1156556,3832045,Mac Miller,What's the Use?,mac miller,what's the use?
Arctic Monkeys - American Sports,4,,36,,1707017,3831387,Arctic Monkeys,American Sports,arctic monkeys,american sports
Glee Cast - Jingle Bell Rock (Glee Cast Version),2,,147,,2096042,3830607,Glee Cast,Jingle Bell Rock (Glee Cast Version),glee cast,jingle bell rock (glee cast version)
DMX - Ruff Ryders' Anthem,3,,41,,1663677,3830310,DMX,Ruff Ryders' Anthem,dmx,ruff ryders' anthem
A$AP Rocky - Canal St.,12,,54,,515111,3830077,A$AP Rocky,Canal St.,a$ap rocky,canal st.
Tony Camargo - El Año Viejo,3,,85,,1405690,3827057,Tony Camargo,El Año Viejo,tony camargo,el año viejo
Drake - You & The 6,14,,85,,365461,3826243,Drake,You & The 6,drake,you & the 6
Doja Cat - Naked,4,,77,,1432803,3825842,Doja Cat,Naked,doja cat,naked
Matt Maltese - As the World Caves In,5,,154,,789013,3822529,Matt Maltese,As the World Caves In,matt maltese,as the world caves in
Anuel AA - Las mas bonitas son p#tas,3,,154,,1328910,3820449,Anuel AA,Las mas bonitas son p#tas,anuel aa,las mas bonitas son p#tas
Christina Perri - A Thousand Years,6,,131,,791354,3820258,Christina Perri,A Thousand Years,christina perri,a thousand years
Lil Uzi Vert - Leaders,4,,68,,1386485,3818911,Lil Uzi Vert,Leaders,lil uzi vert,leaders
Missy Elliott - WTF (Where They From),13,,86,,530410,3814862,Missy Elliott,WTF (Where They From),missy elliott,wtf (where they from)
Eminem - Heat,5,,71,,1108596,3814797,Eminem,Heat,eminem,heat
Carpenters - Silent Night,6,,140,,1154169,3814572,Carpenters,Silent Night,carpenters,silent night
JACKBOYS - JACKBOYS,3,,28,,2071196,3811100,JACKBOYS,JACKBOYS,jackboys,jackboys
Gorillaz - Humility,5,,87,,1036098,3809632,Gorillaz,Humility,gorillaz,humility
Eminem - Bad One,2,,64,,2227085,3807708,Eminem,Bad One,eminem,bad one
SZA - No More Hiding,2,,81,,2311422,3807677,SZA,No More Hiding,sza,no more hiding
Zach Bryan - Better Days,3,,170,,1367054,3806854,Zach Bryan,Better Days,zach bryan,better days
Lil Uzi Vert - Crush Em,2,,27,,2597082,3806303,Lil Uzi Vert,Crush Em,lil uzi vert,crush em
BTS - Intro: Serendipity,6,,88,,807159,3804945,BTS,Intro: Serendipity,bts,intro: serendipity
Mac Miller - Dang!,10,,116,,592144,3803702,Mac Miller,Dang!,mac miller,dang!
Shawn Mendes - Mutual,5,,87,,1054867,3802695,Shawn Mendes,Mutual,shawn mendes,mutual
David Guetta - Shot me Down,27,,173,,199182,3801194,David Guetta,Shot me Down,david guetta,shot me down
Shawn Mendes - Why,5,,75,,1133076,3798856,Shawn Mendes,Why,shawn mendes,why
Anitta - Girl From Rio,4,,58,,1371070,3794332,Anitta,Girl From Rio,anitta,girl from rio
Tina Turner - The Best,2,,32,,2380637,3790092,Tina Turner,The Best,tina turner,the best
Khalid - Motion,5,,83,,1138264,3784641,Khalid,Motion,khalid,motion
Rihanna - Pour It Up,3,,113,,1360970,3784290,Rihanna,Pour It Up,rihanna,pour it up
Gabito Ballesteros - 7 DÍAS,3,,160,,1359006,3783383,Gabito Ballesteros,7 DÍAS,gabito ballesteros,7 días
Justin Bieber - 405,2,,53,,2302284,3777470,Justin Bieber,405,justin bieber,405
Madonna - Bring Your Love,2,,34,,2465154,3775696,Madonna,Bring Your Love,madonna,bring your love
Anitta - NO CHÃO NOVINHA,4,,97,,972451,3773913,Anitta,NO CHÃO NOVINHA,anitta,no chão novinha
Nat King Cole - O Come All Ye Faithful,3,,164,,1319391,3772751,Nat King Cole,O Come All Ye Faithful,nat king cole,o come all ye faithful
Anne-Marie - Kiss My (Uh Oh),5,,131,,956390,3770941,Anne-Marie,Kiss My (Uh Oh),anne-marie,kiss my (uh oh)
Kanye West - Facts (Charlie Heat Version),11,,115,,399445,3770571,Kanye West,Facts (Charlie Heat Version),kanye west,facts (charlie heat version)
Wesley Safadão - Só Pra Castigar,6,,136,,669788,3769903,Wesley Safadão,Só Pra Castigar,wesley safadão,só pra castigar
Jason Aldean - Try That In A Small Town,3,,121,,1377333,3766892,Jason Aldean,Try That In A Small Town,jason aldean,try that in a small town
Guilherme & Benuto - Manda um Oi - Ao Vivo,3,,126,,1381213,3762718,Guilherme & Benuto,Manda um Oi - Ao Vivo,guilherme & benuto,manda um oi - ao vivo
CountryBeat - Sonho Dela,3,,162,,1371613,3762451,CountryBeat,Sonho Dela,countrybeat,sonho dela
Lil Wayne - Start This Shit Off Right,4,,62,,1530685,3758080,Lil Wayne,Start This Shit Off Right,lil wayne,start this shit off right
DJ Japa NK - SET DO JAPA NK 2.0,3,,129,,1502882,3755904,DJ Japa NK,SET DO JAPA NK 2.0,dj japa nk,set do japa nk 2.0
Nicki Minaj - Ganja Burn,6,,109,,814190,3755596,Nicki Minaj,Ganja Burn,nicki minaj,ganja burn
Traia Véia - Wi-Fi - Ao Vivo,3,,169,,1274317,3752350,Traia Véia,Wi-Fi - Ao Vivo,traia véia,wi-fi - ao vivo
Sabrina Carpenter - Bad Reviews,2,,69,,2379415,3752116,Sabrina Carpenter,Bad Reviews,sabrina carpenter,bad reviews
Miley Cyrus - Unholy,5,,82,,1136217,3750611,Miley Cyrus,Unholy,miley cyrus,unholy
Gjon's Tears - Tout l'univers,4,,73,,1160344,3748162,Gjon's Tears,Tout l'univers,gjon's tears,tout l'univers
BLACKPINK - Fxxxboy,2,,37,,2485834,3747239,BLACKPINK,Fxxxboy,blackpink,fxxxboy
Rauw Alejandro - Revolú,2,,66,,2210953,3746756,Rauw Alejandro,Revolú,rauw alejandro,revolú
Taylor Swift - I Did Something Bad,6,,130,,679727,3745168,Taylor Swift,I Did Something Bad,taylor swift,i did something bad
J. Cole - Ready ‘24,2,,43,,2486502,3740425,J. Cole,Ready ‘24,j. cole,ready ‘24
Big Sean - Owe Me,7,,112,,671008,3733874,Big Sean,Owe Me,big sean,owe me
RAF Camora - Adriana,5,,78,,1070011,3731790,RAF Camora,Adriana,raf camora,adriana
21 Savage - american dream,2,,40,,2454934,3723173,21 Savage,american dream,21 savage,american dream
Lil Wayne - Demon,4,,64,,1489428,3721574,Lil Wayne,Demon,lil wayne,demon
Big Sean - Pull Up N Wreck (& Metro Boomin),6,,126,,765067,3718845,Big Sean,Pull Up N Wreck (& Metro Boomin),big sean,pull up n wreck (& metro boomin)
Doja Cat - Payday,4,,86,,1368245,3715628,Doja Cat,Payday,doja cat,payday
Eminem - Breaking News - skit,2,,59,,2256960,3713847,Eminem,Breaking News - skit,eminem,breaking news - skit
Jimin - Promise,3,,102,,1538647,3713707,Jimin,Promise,jimin,promise
Kanye West - Gold Digger,15,,163,,302598,3709780,Kanye West,Gold Digger,kanye west,gold digger
Joji - BLAHBLAHBLAH DEMO,3,,98,,1585972,3703125,Joji,BLAHBLAHBLAH DEMO,joji,blahblahblah demo
Blessd - AMISTA,3,,170,,1298721,3699369,Blessd,AMISTA,blessd,amista
BeatBoy - Pase y Toque,3,,174,,1271548,3698923,BeatBoy,Pase y Toque,beatboy,pase y toque
BTS - So What,5,,92,,945888,3698515,BTS,So What,bts,so what
KAROL G - MAÑANA SERÁ BONITO,3,,110,,1429831,3698292,KAROL G,MAÑANA SERÁ BONITO,karol g,mañana será bonito
Michael Bublé - Mis Deseos / Feliz Navidad (duet with Thalia),8,,75,,868878,3698277,Michael Bublé,Mis Deseos / Feliz Navidad (duet with Thalia),michael bublé,mis deseos / feliz navidad (duet with thalia)
Ed Sheeran - Love In Slow Motion,4,,76,,1250131,3694505,Ed Sheeran,Love In Slow Motion,ed sheeran,love in slow motion
Michael Jackson - You Rock My World,3,,198,,1270836,3692615,Michael Jackson,You Rock My World,michael jackson,you rock my world
Future - Ain't No Love,2,,60,,2252327,3684984,Future,Ain't No Love,future,ain't no love
NLE Choppa - Narrow Road,5,,136,,920639,3683256,NLE Choppa,Narrow Road,nle choppa,narrow road
thasup - s!r!,4,,96,,1204928,3679822,thasup,s!r!,thasup,s!r!
Ed Sheeran - Camera,2,,33,,2487363,3678942,Ed Sheeran,Camera,ed sheeran,camera
Logic - Icy,4,,60,,1306367,3677994,Logic,Icy,logic,icy
Sarah Connor - Ring Out The Bells,2,,120,,2043097,3674972,Sarah Connor,Ring Out The Bells,sarah connor,ring out the bells
Matuê - Máquina do Tempo,5,,114,,920159,3674294,Matuê,Máquina do Tempo,matuê,máquina do tempo
Post Malone - California Sober (Feat. Chris Stapleton),2,,56,,2188658,3673716,Post Malone,California Sober (Feat. Chris Stapleton),post malone,california sober (feat. chris stapleton)
Glades - Do Right,7,,194,,535056,3669956,Glades,Do Right,glades,do right
Bonez MC - Shotz Fired,5,,90,,928921,3668947,Bonez MC,Shotz Fired,bonez mc,shotz fired
Luciano - Ya Salame,5,,102,,999259,3667155,Luciano,Ya Salame,luciano,ya salame
Street Rappers - Estamos Bien,4,,86,,976253,3666124,Street Rappers,Estamos Bien,street rappers,estamos bien
Michael Jackson - Man in the Mirror - 2012 Remaster,3,,195,,1263561,3664391,Michael Jackson,Man in the Mirror - 2012 Remaster,michael jackson,man in the mirror - 2012 remaster
David Bowie - Blackstar,6,,20,,1225339,3663945,David Bowie,Blackstar,david bowie,blackstar
"Yohani - Manike (From ""Thank God"")",4,,151,,988402,3662733,Yohani,"Manike (From ""Thank God"")",yohani,"manike (from ""thank god"")"
MACHETE - MARYLEAN,5,,102,,1010866,3661786,MACHETE,MARYLEAN,machete,marylean
Don Toliver - VELOUR,2,,38,,2181410,3661128,Don Toliver,VELOUR,don toliver,velour
Chance the Rapper - GRoCERIES,5,,122,,965711,3653323,Chance the Rapper,GRoCERIES,chance the rapper,groceries
Laufey - Lover Girl,3,,132,,1404747,3653148,Laufey,Lover Girl,laufey,lover girl
Ski Aggu - Friesenjung,3,,149,,1353780,3649445,Ski Aggu,Friesenjung,ski aggu,friesenjung
Daniel Marcy -,1,1.0,5,,3648307,3648307,Daniel Marcy -,,daniel marcy -,
Mc Jacaré - Carnívoro,3,,165,,1320362,3646569,Mc Jacaré,Carnívoro,mc jacaré,carnívoro
Daði Freyr - 10 Years,4,,87,,1086420,3642732,Daði Freyr,10 Years,daði freyr,10 years
Lil Wayne - I Love You Dwayne,2,,18,,2672853,3640218,Lil Wayne,I Love You Dwayne,lil wayne,i love you dwayne
Shawn Mendes - Perfectly Wrong,5,,92,,1027004,3639700,Shawn Mendes,Perfectly Wrong,shawn mendes,perfectly wrong
Martin Garrix - Forbidden Voices,16,,99,,308867,3639235,Martin Garrix,Forbidden Voices,martin garrix,forbidden voices
Taylor Swift - Cruel Summer - Live from TS | The Eras Tour,2,,36,,2250532,3638890,Taylor Swift,Cruel Summer - Live from TS | The Eras Tour,taylor swift,cruel summer - live from ts | the eras tour
AJR - Bang!,5,,184,,825373,3637859,AJR,Bang!,ajr,bang!
K CAMP - Lottery,5,,146,,806721,3636187,K CAMP,Lottery,k camp,lottery
Kid Cudi - The Void,3,,83,,1625704,3633320,Kid Cudi,The Void,kid cudi,the void
Lil Uzi Vert - x2,2,,37,,2406188,3630318,Lil Uzi Vert,x2,lil uzi vert,x2
Ufo361 - Next,5,,101,,987010,3630181,Ufo361,Next,ufo361,next
TOMORROW X TOGETHER - CROWN,5,,125,,814613,3628798,TOMORROW X TOGETHER,CROWN,tomorrow x together,crown
Los Dareyes De La Sierra - Pasta,3,,178,,1217117,3623181,Los Dareyes De La Sierra,Pasta,los dareyes de la sierra,pasta
Carnage - i Shyne,6,,153,,646683,3623112,Carnage,i Shyne,carnage,i shyne
Kendrick Lamar - untitled 05 | 09.21.2014.,7,,47,,991228,3622059,Kendrick Lamar,untitled 05 | 09.21.2014.,kendrick lamar,untitled 05 | 09.21.2014.
Little Mix - Bounce Back,5,,99,,1018174,3621985,Little Mix,Bounce Back,little mix,bounce back
A Boogie Wit da Hoodie - Might Not Give Up,4,,91,,1216032,3620198,A Boogie Wit da Hoodie,Might Not Give Up,a boogie wit da hoodie,might not give up
Juice WRLD - 734,4,,91,,1163066,3616113,Juice WRLD,734,juice wrld,734
The Chainsmokers - Last Day Alive,6,,93,,826821,3615924,The Chainsmokers,Last Day Alive,the chainsmokers,last day alive
21 Savage - break da law,3,,48,,1626256,3614156,21 Savage,break da law,21 savage,break da law
Dave - UK Rap,3,,156,,1255675,3613628,Dave,UK Rap,dave,uk rap
Kid Cudi - Beautiful Trip,2,,41,,2411912,3611231,Kid Cudi,Beautiful Trip,kid cudi,beautiful trip
Wale - Bad,3,,184,,1243802,3605946,Wale,Bad,wale,bad
Tropijazz - Síguelo Bailando,5,,115,,767788,3604621,Tropijazz,Síguelo Bailando,tropijazz,síguelo bailando
Loïc Nottet - Rhythm Inside,12,,59,,404666,3603086,Loïc Nottet,Rhythm Inside,loïc nottet,rhythm inside
Lizzo - Pink (From Barbie The Album),3,,137,,1258507,3602830,Lizzo,Pink (From Barbie The Album),lizzo,pink (from barbie the album)
Takeoff - Casper,5,,105,,938630,3598203,Takeoff,Casper,takeoff,casper
Drake - DOG HOUSE,2,,41,,2299789,3597482,Drake,DOG HOUSE,drake,dog house
Kygo - Undeniable,4,,70,,1300815,3593062,Kygo,Undeniable,kygo,undeniable
Beyoncé - DESERT EAGLE,2,,70,,2072639,3590576,Beyoncé,DESERT EAGLE,beyoncé,desert eagle
Future - GTA,2,,68,,2160225,3590556,Future,GTA,future,gta
Justin Bieber - TOO LONG,2,,58,,2154009,3589337,Justin Bieber,TOO LONG,justin bieber,too long
21 Savage - see the real,2,,58,,2123574,3587611,21 Savage,see the real,21 savage,see the real
Arctic Monkeys - Body Paint,3,,86,,1518517,3585619,Arctic Monkeys,Body Paint,arctic monkeys,body paint
Beyoncé - OH LOUISIANA,2,,68,,2078158,3581690,Beyoncé,OH LOUISIANA,beyoncé,oh louisiana
Camila Cabello - Something's Gotta Give,5,,85,,1030308,3580507,Camila Cabello,Something's Gotta Give,camila cabello,something's gotta give
Eminem - Arose,5,,91,,989204,3576811,Eminem,Arose,eminem,arose
21 Savage - Disrespectful,5,,88,,837924,3574777,21 Savage,Disrespectful,21 savage,disrespectful
Beyoncé - MOVE,2,,38,,2123692,3569716,Beyoncé,MOVE,beyoncé,move
Travis Scott - CONTEST,2,,44,,2092854,3568636,Travis Scott,CONTEST,travis scott,contest
Melanie Martinez - POSSESSION,2,,55,,1891360,3568216,Melanie Martinez,POSSESSION,melanie martinez,possession
Arctic Monkeys - Golden Trunks,4,,45,,1586394,3568174,Arctic Monkeys,Golden Trunks,arctic monkeys,golden trunks
Tito Double P - LINDA,3,,193,,1282442,3565408,Tito Double P,LINDA,tito double p,linda
One Direction - Ready to Run,16,,69,,337406,3563689,One Direction,Ready to Run,one direction,ready to run
J. Cole - Poor Thang,2,,45,,2159845,3563169,J. Cole,Poor Thang,j. cole,poor thang
Juliette - Tengo,3,,155,,1234395,3560499,Juliette,Tengo,juliette,tengo
5 Seconds of Summer - Jet Black Heart,12,,66,,510779,3560128,5 Seconds of Summer,Jet Black Heart,5 seconds of summer,jet black heart
Doja Cat - Been Like This,4,,105,,1181779,3560106,Doja Cat,Been Like This,doja cat,been like this
A$AP Rocky - Lord Pretty Flacko Jodye 2 (LPFJ2),11,,60,,483135,3555640,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),a$ap rocky,lord pretty flacko jodye 2 (lpfj2)
21 Savage - 1.5,3,,59,,1492670,3555036,21 Savage,1.5,21 savage,1.5
Stray Kids - Back Door,5,,140,,754306,3552076,Stray Kids,Back Door,stray kids,back door
Sam Smith - Palace,6,,134,,685450,3551925,Sam Smith,Palace,sam smith,palace
Natanael Cano - Eres,2,,42,,2311561,3551718,Natanael Cano,Eres,natanael cano,eres
Freddy Kalas - Hey Ho,11,,106,,443707,3551217,Freddy Kalas,Hey Ho,freddy kalas,hey ho
NF - Leave Me Alone,5,,103,,968154,3550506,NF,Leave Me Alone,nf,leave me alone
Post Malone - Finer Things (Feat. Hank Williams Jr.),2,,65,,2081268,3545134,Post Malone,Finer Things (Feat. Hank Williams Jr.),post malone,finer things (feat. hank williams jr.)
Talking Heads - Psycho Killer,2,,50,,2214325,3544854,Talking Heads,Psycho Killer,talking heads,psycho killer
Lil Pump - Boss,7,,133,,652158,3540653,Lil Pump,Boss,lil pump,boss
Camila Cabello - Inside Out,5,,72,,1092410,3539264,Camila Cabello,Inside Out,camila cabello,inside out
A$AP Rocky - PLAYA,2,,43,,2265021,3538505,A$AP Rocky,PLAYA,a$ap rocky,playa
Virlan Garcia - Mi Entorno,3,,153,,1204825,3538309,Virlan Garcia,Mi Entorno,virlan garcia,mi entorno
Justin Bieber - THERAPY SESSION,2,,57,,2232854,3537819,Justin Bieber,THERAPY SESSION,justin bieber,therapy session
Sigma - Changing,26,,143,,158405,3536966,Sigma,Changing,sigma,changing
Harry Styles - Only Angel,5,,72,,1127982,3535119,Harry Styles,Only Angel,harry styles,only angel
MKTO - American Dream,23,,124,,174552,3530620,MKTO,American Dream,mkto,american dream
Eagles - Hotel California - 2013 Remaster,6,,82,,1224931,3530136,Eagles,Hotel California - 2013 Remaster,eagles,hotel california - 2013 remaster
Allyawan - Jag hade en gång en båt,20,,146,,220242,3528074,Allyawan,Jag hade en gång en båt,allyawan,jag hade en gång en båt
XXXTENTACION - Riot,5,,91,,934079,3526829,XXXTENTACION,Riot,xxxtentacion,riot
Brent Faiyaz - LOOSE CHANGE,3,,44,,1696527,3524320,Brent Faiyaz,LOOSE CHANGE,brent faiyaz,loose change
Eminem - Killer,4,,112,,912256,3524254,Eminem,Killer,eminem,killer
Coldplay - WE PRAY,2,,76,,1955133,3522376,Coldplay,WE PRAY,coldplay,we pray
Lil Uzi Vert - I Gotta,2,,46,,2247023,3522067,Lil Uzi Vert,I Gotta,lil uzi vert,i gotta
Justin Bieber - STANDING ON BUSINESS,2,,56,,2237015,3521476,Justin Bieber,STANDING ON BUSINESS,justin bieber,standing on business
Logic - ICONIC (ft. Jaden Smith),5,,117,,981592,3518124,Logic,ICONIC (ft. Jaden Smith),logic,iconic (feat. jaden smith)
Doja Cat - Gorgeous,2,,47,,2182980,3516092,Doja Cat,Gorgeous,doja cat,gorgeous
XXXTENTACION - Ayala (Outro),6,,116,,895619,3514382,XXXTENTACION,Ayala (Outro),xxxtentacion,ayala (outro)
J Balvin - CUIDAO POR AHÍ,4,,63,,1409074,3511856,J Balvin,CUIDAO POR AHÍ,j balvin,cuidao por ahí
Imagine Dragons - I’ll Make It Up To You,6,,72,,980353,3506849,Imagine Dragons,I’ll Make It Up To You,imagine dragons,i’ll make it up to you
Faheem Abdullah - Ishq,3,,148,,1218069,3503003,Faheem Abdullah,Ishq,faheem abdullah,ishq
Shablo - M' Manc (con Geolier & Sfera Ebbasta),5,,120,,833047,3501005,Shablo,M' Manc (con Geolier & Sfera Ebbasta),shablo,m' manc (con geolier & sfera ebbasta)
Thomas Rhett - Crash and Burn,17,,165,,233595,3499426,Thomas Rhett,Crash and Burn,thomas rhett,crash and burn
Playboi Carti - 2024,2,,46,,2196565,3497950,Playboi Carti,2024,playboi carti,2024
Master CC - METAMORPHOSIS,3,,159,,1226948,3495825,Master CC,METAMORPHOSIS,master cc,metamorphosis
Selena Gomez - 999,4,,87,,1137037,3494958,Selena Gomez,999,selena gomez,999
KAROL G - WATATI,3,,179,,1239120,3494166,KAROL G,WATATI,karol g,watati
Sam Smith - The Thrill Of It All,6,,136,,661669,3490356,Sam Smith,The Thrill Of It All,sam smith,the thrill of it all
Bo Burnham - Welcome to the Internet,5,,189,,721516,3489320,Bo Burnham,Welcome to the Internet,bo burnham,welcome to the internet
Ninho - Goutte d’eau,5,,144,,847754,3488584,Ninho,Goutte d’eau,ninho,goutte d’eau
Måneskin - GOSSIP,3,,138,,1248061,3488479,Måneskin,GOSSIP,måneskin,gossip
Future - Drink N Dance,2,,44,,2255276,3487307,Future,Drink N Dance,future,drink n dance
Luan Pereira - MOLETOM,3,,176,,1169178,3487095,Luan Pereira,MOLETOM,luan pereira,moletom
Migos - Auto Pilot,4,,55,,1487741,3486174,Migos,Auto Pilot,migos,auto pilot
Sam Smith - Scars,6,,141,,670640,3482298,Sam Smith,Scars,sam smith,scars
Miley Cyrus - We Can't Stop,25,,161,,180367,3478881,Miley Cyrus,We Can't Stop,miley cyrus,we can't stop
Beyoncé - II HANDS II HEAVEN,2,,77,,1962373,3478610,Beyoncé,II HANDS II HEAVEN,beyoncé,ii hands ii heaven
Madame - VOCE,4,,90,,960392,3472558,Madame,VOCE,madame,voce
Birdy - Keeping Your Head Up,14,,161,,259570,3470666,Birdy,Keeping Your Head Up,birdy,keeping your head up
Twenty One Pilots - Cut My Lip,5,,111,,962033,3470488,Twenty One Pilots,Cut My Lip,twenty one pilots,cut my lip
Damso - DEUX TOILES DE MER,4,,57,,1386265,3470450,Damso,DEUX TOILES DE MER,damso,deux toiles de mer
The Beatles - Hey Jude - Remastered 2015,10,,65,,728542,3469227,The Beatles,Hey Jude - Remastered 2015,the beatles,hey jude - remastered 2015
Twenty One Pilots - Bandito,5,,118,,944822,3469207,Twenty One Pilots,Bandito,twenty one pilots,bandito
Bruno Mars - Something Serious,2,,63,,1982997,3468886,Bruno Mars,Something Serious,bruno mars,something serious
Damso - BXL ZOO,4,,55,,1404442,3464537,Damso,BXL ZOO,damso,bxl zoo
